layers	GCF_900698845_1	GCF_005080825_1	GCF_005082825_1	GCF_900698905_1	GCF_005083565_1	GCF_009068925_1	GCF_900698915_1	GCF_005081185_1	GCF_900698975_1	GCF_005081705_1	GCF_900699035_1	GCF_005080885_1	GCF_900698895_1	GCF_009069125_1	GCF_005082365_1	GCF_900698945_1	GCF_005080845_1	GCF_900560745_1	GCF_005083345_1	GCF_005080725_1	GCF_900698865_1	GCF_005083105_1	GCF_900699025_1	GCF_005081945_1	GCF_005080745_1	GCF_005080765_1
GCF_005080725_1	0.33339558684832243	0.4366881752560954	0.477112495214261	0.37014072407063286	0.4724925062331332	0.45284763140938844	0.39913529867680153	0.47112448524124795	0.35271829973199864	0.4576193633333022	0.3765022551335805	0.47491105529045935	0.3987687811073033	0.49251557116043665	0.47956606187376855	0.3822031207687064	0.46963273538832184	0.33625302318632166	0.4830141284352268	1.0	0.3515767259008862	0.48934531090961725	0.3388256496932458	0.4705455275518494	0.4216072612499883	0.3411624910121488
GCF_005080745_1	0.2456590294134823	0.31068923452272035	0.46963916087546154	0.2618614263559855	0.47492262171263944	0.4375166274097578	0.28821222090284404	0.4353591196070416	0.23761785183599046	0.4520725052396618	0.2699496473366945	0.45025565656369027	0.2772283973448054	0.4546242043176111	0.45489024287373553	0.2655859661417272	0.47170095968542564	0.24004626475378457	0.44533556546170666	0.2853750170329563	0.2530935093081051	0.4603002342437043	0.22792691077326377	0.4684663201676692	1.0	0.2893623510021867
GCF_005080765_1	0.24426316451335997	0.320900105888378	0.3671392459508175	0.27066418075018545	0.36818354957526184	0.3381630097814617	0.293327209668101	0.3459506352391419	0.24505231541979	0.36380221290307296	0.27573260724159865	0.3626868310214675	0.2910928008660612	0.364159426708293	0.3744420812442705	0.28104342881512545	0.35616585655678695	0.2610449232810452	0.35599818477066325	0.27518038385903903	0.25692602940452824	0.3722823957382206	0.25095545580299294	0.35897800401318775	0.308590809763601	1.0
GCF_005080825_1	0.29039022901449435	1.0	0.4413888790067238	0.3009768364131361	0.42836252108802014	0.4163173061259645	0.36130963860610293	0.40729977849387067	0.29269142117808306	0.4084101177558789	0.3404210301626563	0.4290478232294957	0.35415328673528423	0.45042887556148903	0.42675786552724265	0.32202647213572727	0.43653184688927127	0.28869195294258626	0.43603191335983416	0.317148843505826	0.2924423906184758	0.45971415785541625	0.28496023936892284	0.42083917681356975	0.3180962830784671	0.3471598345538327
GCF_005080845_1	0.2606664790524667	0.3664915940681284	0.9164377569498825	0.262064408770556	0.9036177931675803	0.890351226018011	0.29033960209475335	0.8763260449295223	0.2612767350234926	0.8969462730031323	0.2798321872552858	0.8167932042873923	0.3008347812255286	0.9224592550900548	0.8721184906029757	0.28094716620986687	1.0	0.258653704972592	0.919106670908379	0.30981273247846514	0.26470579238449493	0.9227269112176977	0.25559630726311666	0.91297352192639	0.44285312255285825	0.3245169953993735
GCF_005080885_1	0.250048988931662	0.3662080670547854	0.8932831433827015	0.2637769518138547	0.9136340937679758	0.7941990783759695	0.3100888754037636	0.8541236038154476	0.2572914493770504	0.887086833671515	0.2998391266695744	1.0	0.32166448586906365	0.8288358333491362	0.8844556539548291	0.289148477550427	0.8419948925088022	0.2621318718828817	0.8271923337062813	0.326274186309648	0.258505110651774	0.8310324338333365	0.24840232871257087	0.8859695699719973	0.4342126056422607	0.30937616546248714
GCF_005081185_1	0.2288489273688389	0.3319861263738369	0.9362230079652271	0.24206197765077148	0.9011266573787552	0.8186420337767315	0.2813026372457511	1.0	0.2353734552716561	0.9024432111651118	0.2656174085500896	0.8260493730659764	0.2813378883948619	0.848476767193748	0.8812419439629342	0.2548244262875482	0.8815009632759659	0.2391008811254619	0.842539247556559	0.3045729936348686	0.23775980480059344	0.8472736301480088	0.23239090152514863	0.9127319487295026	0.4342604385549481	0.29713959914845484
GCF_005081705_1	0.23289507344414676	0.3426116980617608	0.9446285207464971	0.24103068431960956	0.9426738908317747	0.8519138063353906	0.27477255981458587	0.8972471274139909	0.22729925598452227	1.0	0.2616171039308588	0.8569351831852808	0.2702566907012618	0.886966938262187	0.9340404314278755	0.25992748261742715	0.9048159568878493	0.2320295829254805	0.875704838628144	0.3157661735668473	0.23347104589550696	0.8872503289629892	0.2258654522226256	0.9478208786949934	0.43394775500950505	0.30375347153608484
GCF_005081945_1	0.2492310934507793	0.3594619028566367	0.9417967521143021	0.2691921212658019	0.9398786853301487	0.8534038049802543	0.3100090711120206	0.9031483172629065	0.25480967463112336	0.9455046073308023	0.27835638780378297	0.862293189335793	0.3000827700793799	0.8813303075931621	0.9125340166700773	0.28778637378479166	0.9130120062428798	0.24880655319122943	0.872305009269638	0.31648407363177394	0.26129689413676305	0.885493245533928	0.25276027524869205	1.0	0.4495866077400714	0.3186953480771991
GCF_005082365_1	0.24201277955271566	0.3397844698482428	0.9319651058306709	0.25476425219648563	0.9313192641773163	0.8458450853634185	0.2949983151956869	0.9029318715055911	0.248415035942492	0.9484699480830671	0.2726216179113419	0.8621112470047924	0.2848645292531949	0.8739735173722045	1.0	0.27330645966453676	0.8933019668530351	0.2434994633586262	0.8630940495207667	0.3187680960463259	0.2556144543730032	0.8659816169129393	0.2460313498402556	0.9297358601238019	0.4481080271565495	0.31743897264376997
GCF_005082825_1	0.24156563295255007	0.348001687406435	1.0	0.263127275828512	0.9361938019795044	0.8332087068953702	0.2971936968973347	0.9320818909917168	0.24622275287871842	0.9425444200606431	0.2791652516108792	0.8599939996558178	0.2954270981025815	0.8742075053036037	0.9137884558860483	0.28051304465687626	0.9176627897945415	0.25086312057493654	0.866372030476875	0.3042875048162661	0.25318863467802977	0.8813454781924039	0.25116009192405453	0.9404823728467674	0.44251624585572674	0.304558586355461
GCF_005083105_1	0.24752250147933602	0.38215609330717243	0.8928929583605842	0.26378741162913827	0.8967921766482918	0.9441558441558442	0.3066320969198667	0.8586128499797565	0.25472297486685974	0.897421283752219	0.28971939331651564	0.8192064530194026	0.2959528481111215	0.9642109688872279	0.8673611759942695	0.27963966489146347	0.9371749353763742	0.2521551589896914	0.9645115076769754	0.3238982839702264	0.25732504905166775	1.0	0.23928026410040798	0.9074558534990189	0.43768413840356285	0.32298421003456973
GCF_005083345_1	0.24436374074143408	0.3546412949200347	0.900210287226143	0.2589184871799672	0.8968687795228913	0.9640234123938424	0.29349731992986267	0.8585303606082729	0.24411414165995868	0.9011572037414902	0.280850446470357	0.8188659465733166	0.2882479392475836	0.9655506467736199	0.8812625969536432	0.2693907286421186	0.9379106684887399	0.26277011300598413	1.0	0.3151094803971121	0.2658760615760934	0.9685037159063254	0.2538329058949063	0.9026126783853435	0.4345972406821543	0.30892722314781884
GCF_005083565_1	0.2480523713555128	0.37568765713778546	0.9359971965777437	0.27193195886069654	1.0	0.8476587904579587	0.3028323440252063	0.9002826376041145	0.25544502032940214	0.9430669623114155	0.2872513148693088	0.8785805991549946	0.2974244323146444	0.8890919023637808	0.921967843277678	0.28783587125681154	0.9020959866072317	0.24772642761064873	0.8727350352799673	0.324378296737349	0.2651330477882498	0.8857758455791775	0.2487868924706995	0.9361073747450217	0.44953763426051324	0.3313501263223293
GCF_009068925_1	0.24361794233548298	0.3355163896333739	0.8992780794621883	0.25894442994378697	0.8983804533966552	1.0	0.2970442001260496	0.8562174928858359	0.24678668966966089	0.8972584208147389	0.28371031506038286	0.8116290321553848	0.2951996103920907	0.9805800828871729	0.8834582158249565	0.2778439149228742	0.9346929291257376	0.2548398596902235	0.9842819946397082	0.30787141665764794	0.24041736428976132	0.9677077431388901	0.2324214895499774	0.8941772079373063	0.42475697251736366	0.2996797830418701
GCF_009069125_1	0.26186782500775674	0.3780395035051053	0.920988264866576	0.2762457652878817	0.9236987956171615	0.9671680859809964	0.306795541562784	0.8842976638406378	0.26501147368769207	0.9200149307562554	0.2937075052249772	0.8300020002173465	0.3029904036816599	1.0	0.8913330739875671	0.29583057056593554	0.953109865481446	0.2726658487300195	0.9765391829978376	0.32844041321025436	0.2663722514729947	0.9718772591037451	0.25284164736010684	0.9165988115244018	0.4586734621557303	0.33670272832796005
GCF_900560745_1	0.8113799592459385	0.3382653913392052	0.3506341376507399	0.8314429832863808	0.36318104379391364	0.3447815871814001	0.8666919059761489	0.3383477902613382	0.8218535303484138	0.3557183738461367	0.8502945204716782	0.3786475441780707	0.8650483815292794	0.37291747859298274	0.3690536372443128	0.8435088578841293	0.35487656864164263	1.0	0.36866391261260256	0.3097330943022259	0.7887803846025365	0.37331165722048393	0.8088100036745465	0.35501241551326734	0.3033616533232376	0.3061364927010144
GCF_900698845_1	1.0	0.34135567503671915	0.33182634162693353	0.8724246981973439	0.34851204784735423	0.31349103082643426	0.8751924171117805	0.32082824264183735	0.9946586332981947	0.3299253267231531	0.8683028921008641	0.33643994160223356	0.8688167395168511	0.34023756070236105	0.3231262212146206	0.8783218140357532	0.33421253434838416	0.8051680258996741	0.34497024977836194	0.31149739106655316	0.8484877889564707	0.3432633060016496	0.9789124077610808	0.339765615006991	0.31292866562868016	0.27753494382964083
GCF_900698865_1	0.8705368238861548	0.36189630473194956	0.35585426806397236	0.924761504498764	0.3887759113894877	0.3382907860070588	0.9046876624051554	0.3648721320661777	0.8696691566907535	0.35644627016083474	0.8926600778189016	0.38095560888093527	0.8988535043360765	0.3796631462877853	0.3789988385913062	0.9381448190778324	0.3618872665319975	0.8236195279348165	0.3741182106171735	0.3253526027756312	1.0	0.38435171251293593	0.8717140494299155	0.37775834564788074	0.3230749763877026	0.30738918037083734
GCF_900698895_1	0.8945006195338573	0.4152097823039424	0.43086997024428625	0.906809898070853	0.4262754709813959	0.39016840467770675	0.9958667595213762	0.41604185697359974	0.901453417384934	0.4034522054500891	0.9780811634574511	0.4270871959988062	1.0	0.41364512015339117	0.4187958432443677	0.9254999231235359	0.4061881031410819	0.8891893602973763	0.41748442121066864	0.3630875396818219	0.9058873805023199	0.4215792234572703	0.8856869590384111	0.41778288277695874	0.3791615038845225	0.3639761411632766
GCF_900698905_1	0.8969571872011503	0.3604328078476943	0.374906459336093	1.0	0.40738287352397917	0.3643304297105496	0.9109334623497415	0.3635278451622238	0.9043274002364798	0.37099075106088114	0.9060320446010929	0.38187651049803195	0.9187106196630953	0.39164091236907134	0.39129953133583983	0.9677247971495814	0.3725687905389977	0.8550803601909021	0.37469168318935797	0.34255438923315873	0.924945910323046	0.3955566206442832	0.8966971950235236	0.38509815269905795	0.3294281754653295	0.3162318768496183
GCF_900698915_1	0.888851724478526	0.42285865651404814	0.44608815896989235	0.9088082645667028	0.45228164537071125	0.4101035315668017	1.0	0.42931029838282436	0.9017303150843607	0.41677741162103676	0.9744830156150386	0.437768818411199	0.9951287185611537	0.44691874612766797	0.42303599809638404	0.9205352573024325	0.4111855397020661	0.8833990320292366	0.41579642084279905	0.37898345111208886	0.8974449343162696	0.4547083067695098	0.8846740955579301	0.4273034202232259	0.3760090511551896	0.36370513706932933
