items	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs	SCG	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index
GC_00000354	13	13	1	0	0.729827192230791	0.675172540606804	0.701436830293479
GC_00000355	13	13	1	0	0.736114277030621	0.962392406689488	0.834180751197717
GC_00000356	13	13	1	0	0.769241253356231	0.938934301316998	0.845658980177143
GC_00000357	13	13	1	0	0.708203530633437	0.965611817332466	0.817114861668902
GC_00000358	12	13	2	0	0.767424647009772	0.858891327573393	0.810585869147238
GC_00000359	13	13	1	0	0.752621588249387	0.966857703013754	0.846393421253487
GC_00000360	13	13	1	0	0.767345263107054	0.957760101238363	0.852043813749379
GC_00000361	13	13	1	0	0.882598518304013	0.953852487723456	0.916843182401488
GC_00000362	13	13	1	0	0.817841711455369	0.989137517230987	0.895370469249947
GC_00000363	13	13	1	0	0.71298852085524	0.927850897512387	0.806351958133353
GC_00000364	10	13	2	0	0.746015642613114	0.68678391530778	0.715175463423714
GC_00000365	13	13	1	0	0.848487417118746	0.951460791517634	0.897028598501907
GC_00000366	12	13	2	0	0.703717941677193	0.75408901049283	0.728033249554038
GC_00000367	13	13	1	0	0.734007369650186	0.96359323381107	0.833275546109362
GC_00000368	13	13	1	0	0.825553399453788	0.922410818364577	0.871298598714171
GC_00000369	13	13	1	0	0.756085279067529	0.929216062075825	0.833757819396251
GC_00000370	13	13	1	0	0.725019479015309	0.941753949052865	0.819295467524085
GC_00000371	13	13	1	0	0.785995951982133	0.953119453164698	0.861527682091491
GC_00000372	13	13	1	0	0.745224350930031	0.85105004670222	0.794629318873216
GC_00000373	13	13	1	0	0.759728421449676	0.938354163346763	0.839646238248922
GC_00000374	13	13	1	0	0.738313691113925	0.967109631608208	0.837364274677299
GC_00000375	13	13	1	0	0.748674977859527	0.952053333616306	0.838203849088338
GC_00000376	13	13	1	0	0.758787134143666	0.916805455707327	0.83034526234722
GC_00000377	12	13	2	0	0.724094642325205	0.897158208875324	0.801389433959859
GC_00000378	13	13	1	0	0.809244288224956	0.983323526719753	0.887831345448679
GC_00000379	13	13	1	0	0.76610016446838	0.998873541640903	0.867137206503888
GC_00000380	13	13	1	0	0.863419268015938	0.997657031537932	0.925696925062046
GC_00000381	13	13	1	0	0.702078397587767	0.964879365392843	0.812763195042499
GC_00000382	13	13	1	0	0.737109544940398	0.927586564379018	0.821450721887947
GC_00000383	13	13	1	0	0.69137215800682	0.936290285422969	0.795404523544408
GC_00000384	13	13	1	0	0.760969832959362	0.894727405198029	0.822445732693775
GC_00000385	13	13	1	0	0.740991274435775	0.992696714374619	0.84857207093808
GC_00000386	13	13	1	0	0.834661665885295	0.777968022157875	0.805318282547204
GC_00000387	12	13	2	0	0.715033500837521	0.820082452814028	0.763963693838515
GC_00000388	13	13	1	0	0.850106202461049	0.966395909144333	0.904528710589304
GC_00000389	13	13	1	0	0.797637220415478	0.962030871284604	0.872154963478328
GC_00000390	13	13	1	0	0.746573571243858	0.925803050418727	0.82658425221519
GC_00000391	11	13	2	0	0.694229825852342	0.655484028978005	0.674300795917355
GC_00000392	13	13	1	0	0.770908090142157	0.955714912405439	0.853421223690139
GC_00000393	13	13	1	0	0.857389483217298	0.996699669966997	0.921810920999345
GC_00000394	13	13	1	0	0.738819427029222	0.967878291049024	0.837977665115831
GC_00000395	13	13	1	0	0.756076169880459	0.98275683112539	0.854641038410614
GC_00000396	13	13	1	0	0.72328514739229	0.920811103789826	0.810182487121684
GC_00000397	12	13	2	0	0.729013076059586	0.727644000042189	0.728327894670516
GC_00000398	12	13	2	0	0.713893780924655	0.818624526661942	0.762680557358793
GC_00000399	12	13	2	0	0.736000167725433	0.870771755342293	0.797733827410779
GC_00000400	13	13	1	0	0.733069333512316	0.952115065697154	0.828356062357411
GC_00000401	13	13	1	0	0.72913806426444	0.987314191441149	0.838809650516358
GC_00000402	13	13	1	0	0.695106425512663	0.939011589369182	0.798856610669666
GC_00000403	12	13	2	0	0.697358702019816	0.833618709395566	0.759425001086186
GC_00000404	13	13	1	0	0.771963391689786	0.978947165615265	0.863220992186638
GC_00000405	13	13	1	0	0.820803705513036	0.88711435198424	0.852671759193718
GC_00000406	13	13	1	0	0.712719359170255	0.982087167622264	0.825996980412573
GC_00000407	11	12	2	0	0.8604605462958	0.950739686198298	0.903350137764462
GC_00000408	12	12	1	0	0.708675442026152	0.89746260534626	0.791973902350665
GC_00000409	12	12	1	0	0.885081753228909	0.947010346770731	0.914999391183358
GC_00000410	12	12	1	0	0.69589390694071	0.93932589756613	0.799490278855841
GC_00000411	12	12	1	0	0.739275394532118	0.988076416337288	0.84575774074417
GC_00000412	12	12	1	0	0.719782856457321	0.968485159655786	0.825815579043539
GC_00000413	12	12	1	0	0.717079827154878	0.97996229867651	0.828159990912409
GC_00000414	12	12	1	0	0.678203366540708	0.960074731635673	0.794890581581685
GC_00000415	12	12	1	0	0.734745098039216	0.944541876514567	0.826538315580335
GC_00000416	12	12	1	0	0.710273740085795	0.928447611710323	0.804837206667776
GC_00000417	12	12	1	0	0.730658337337818	0.829529471934535	0.776961108315649
GC_00000418	9	12	4	0	0.744269879791658	0.68425960885034	0.713004275899771
GC_00000419	12	12	1	0	0.747995753349976	0.990017851730449	0.852155756054366
GC_00000420	12	12	1	0	0.706730334436667	0.960639993967404	0.814352291922629
GC_00000421	12	12	1	0	0.736832575088839	0.930043694203443	0.822240381928308
GC_00000422	12	12	1	0	0.920329560452746	0.999560246262095	0.958310043494145
GC_00000423	12	12	1	0	0.694612446283623	0.989128193460577	0.816112336935851
GC_00000424	12	12	1	0	0.721793814766316	0.907359354232637	0.804008342638404
GC_00000425	12	12	1	0	0.696628767585372	0.972033221572576	0.811603919302853
GC_00000426	12	12	1	0	0.805351964746444	0.760139521577432	0.782092860334031
GC_00000427	12	12	1	0	0.774874898172931	0.968434903885441	0.860909399636608
GC_00000428	12	12	1	0	0.694259614300214	0.954050382241872	0.803682137204465
GC_00000429	12	12	1	0	0.723970402894662	0.927821184715153	0.813316984964696
GC_00000430	12	12	1	0	0.688153344926146	0.918129656318325	0.786678304609896
GC_00000431	12	12	1	0	0.75037845705968	0.980381793641025	0.850097380436048
GC_00000432	12	12	1	0	0.695192671071322	0.974190182267724	0.811377538217244
GC_00000433	12	12	1	0	0.731452752783811	0.945486381659826	0.824810635496478
GC_00000434	12	12	1	0	0.718937287611986	0.973480528121247	0.827066985379561
GC_00000435	12	12	1	0	0.621828014500505	0.782588172520182	0.693007178338134
GC_00000436	12	12	1	0	0.754644445786285	0.969383155429669	0.848640257926067
GC_00000437	12	12	1	0	0.790672851923314	0.984330362448013	0.876937335786327
GC_00000438	12	12	1	0	0.707602708044237	0.978751037537773	0.821377942175246
GC_00000439	12	12	1	0	0.822503339357272	0.999136442141626	0.902256382937395
GC_00000440	12	12	1	0	0.745707218099447	0.9732128009788	0.844404396227624
GC_00000441	12	12	1	0	0.767008778724503	0.972583168642952	0.857649208502877
GC_00000442	12	12	1	0	0.709085864891108	0.92722558111442	0.803615417760095
GC_00000443	12	12	1	0	0.759865265787771	0.984539699352143	0.857733766272356
GC_00000444	12	12	1	0	0.68672067629447	0.898584712042754	0.778495683798947
GC_00000445	12	12	1	0	0.779050528191422	0.968478931164102	0.863497915673375
GC_00000446	12	12	1	0	0.749433028657824	0.937006469309028	0.832788365088496
GC_00000447	12	12	1	0	0.763719512195122	0.938233711989368	0.842029478441019
GC_00000448	12	12	1	0	0.730912389352851	0.956751048097201	0.82872115264542
GC_00000449	12	12	1	0	0.813832364341085	0.97572890932024	0.887457475656482
GC_00000450	12	12	1	0	0.756470332364514	0.98824697199152	0.8569634902963
GC_00000451	12	12	1	0	0.871556886227545	0.967586818701469	0.917064775963026
GC_00000452	12	12	1	0	0.742358251504593	0.999129677980856	0.85181429996057
GC_00000453	12	12	1	0	0.741540595767017	0.950224448737609	0.833011659766972
GC_00000454	12	12	1	0	0.764089424419745	0.981362193507601	0.859202817062253
GC_00000455	12	12	1	0	0.8547903275176	1.0	0.921711004026669
GC_00000456	12	12	1	0	0.685239060801081	0.979553973966718	0.806380890725605
GC_00000457	10	12	2	0	0.727508996401439	0.673034358771848	0.699212272273015
GC_00000458	12	12	1	0	0.759214694565675	0.93436127626818	0.837731313141704
GC_00000459	12	12	1	0	0.726747311827957	0.974585591562049	0.832614777981069
GC_00000460	12	12	1	0	0.711983887210473	1.0	0.831764705882353
GC_00000461	12	12	1	0	0.725069472916951	0.765302089215133	0.744642740841938
GC_00000462	12	12	1	0	0.725137790558351	0.985353698426815	0.835452509874391
GC_00000463	10	12	3	0	0.76497275753143	0.733209082389025	0.74875420146863
GC_00000464	12	12	1	0	0.719622863877431	0.901207588707588	0.800243584885151
GC_00000465	11	12	2	0	0.74526512735468	0.825442057807368	0.78330727222369
GC_00000466	12	12	1	0	0.737761839708561	0.913807574792421	0.816402085917987
GC_00000467	12	12	1	0	0.71502166022714	0.904770351645357	0.798782058703818
GC_00000468	12	12	1	0	0.754544377295888	0.973446606317034	0.850130203640941
GC_00000469	12	12	1	0	0.745130745383475	0.986138590447965	0.848859467148147
GC_00000470	12	12	1	0	0.749848942598187	0.953594438295721	0.839536892442324
GC_00000471	12	12	1	0	0.746463082590358	0.963122228860729	0.841063833493571
GC_00000472	12	12	1	0	0.732240173619484	0.994208358448867	0.843348976215781
GC_00000473	12	12	1	0	0.7361792850414	0.945215393813525	0.827703336496411
GC_00000474	12	12	1	0	0.757124166973302	0.971921717835818	0.851180905544264
GC_00000475	12	12	1	0	0.909177419968787	0.931727841536452	0.920314513511197
GC_00000476	12	12	1	0	0.719535593425187	0.952803926488136	0.819900899907003
GC_00000477	12	12	1	0	0.762183468705208	0.892644392644392	0.822271385920572
GC_00000478	12	12	1	0	0.751174796159599	0.985824129795983	0.852650198780431
GC_00000479	12	12	1	0	0.744792850109824	0.963784168795154	0.840254258397691
GC_00000480	12	12	1	0	0.688760806916426	0.972241403886955	0.806310514824482
GC_00000481	12	12	1	0	0.635474650218144	0.913076713076713	0.749393424871855
GC_00000482	12	12	1	0	0.75295267227462	0.959781727582672	0.843878906903415
GC_00000483	12	12	1	0	0.694919278252612	0.984998187354566	0.814914117449415
GC_00000484	12	12	1	0	0.70943814004982	0.951945962235593	0.812992939979795
GC_00000485	12	12	1	0	0.763148125232026	0.918720648296454	0.833739173227498
GC_00000486	12	12	1	0	0.66334239951647	0.826691364191364	0.736063096741706
GC_00000487	12	12	1	0	0.846651225632117	1.0	0.91695845309642
GC_00000488	12	12	1	0	0.697074886605572	0.969072850606749	0.810872088185245
GC_00000489	12	12	1	0	0.678823773898587	0.869066818349113	0.762254413013937
GC_00000490	12	12	1	0	0.749753375443556	0.942179852111362	0.8350241166624
GC_00000491	12	12	1	0	0.716182274847506	0.840770219292791	0.773491459172149
GC_00000492	12	12	1	0	0.694640160271228	0.836219586235335	0.758882985498846
GC_00000493	12	12	1	0	0.735078077292157	0.9440552579965	0.826562500215413
GC_00000494	12	12	1	0	0.743797887761441	0.996822312552421	0.851919712773956
GC_00000495	12	12	1	0	0.688516616447788	0.966330430994487	0.804103992265866
GC_00000496	10	12	3	0	0.725289517046114	0.721181301844964	0.723229575441867
GC_00000497	12	12	1	0	0.767553389316264	0.996197496197496	0.867055286452242
GC_00000498	12	12	1	0	0.811476285049224	0.989648160519437	0.891749612060325
GC_00000499	12	12	1	0	0.813549507817024	0.96426459021551	0.882518575641148
GC_00000500	12	12	1	0	0.813480055020633	0.838713936753151	0.825904297937843
GC_00000501	12	12	1	0	0.695011404175683	0.985202282600188	0.815047308822907
GC_00000502	12	12	1	0	0.74277759091079	0.979505928853753	0.844872572683377
GC_00000503	12	12	1	0	0.688214599824098	0.880711698945048	0.772654075497849
GC_00000504	12	12	1	0	0.793441407077771	0.961077968348662	0.869251221956633
GC_00000505	12	12	1	0	0.729194596266887	0.955241876364871	0.827050738559237
GC_00000506	10	11	2	0	0.821190285561783	0.941692567611136	0.877322945329192
GC_00000507	11	11	1	0	0.706149796602058	0.948513169073916	0.809581643283218
GC_00000508	11	11	1	0	0.779363599416673	0.975488565488567	0.866466469134201
GC_00000509	11	11	1	0	0.747761768495741	0.899768898619473	0.81675297012497
GC_00000510	11	11	1	0	0.738944023678941	0.971378067608666	0.839367065944678
GC_00000511	11	11	1	0	0.725159016675262	0.898632896871927	0.802629625644766
GC_00000512	11	11	1	0	0.804561529700893	0.986539664640927	0.886305993431917
GC_00000513	11	11	1	0	0.714084450348187	0.86325663798526	0.781616793481784
GC_00000514	11	11	1	0	0.771953874687525	0.964525746070812	0.85756190630107
GC_00000515	11	11	1	0	0.860361232059345	0.906025637486311	0.882603179614417
GC_00000516	11	11	1	0	0.712428376885326	0.938552571819502	0.810005089262192
GC_00000517	11	11	1	0	0.744242982717655	0.955944405368966	0.836913531472223
GC_00000518	11	11	1	0	0.71516661366126	0.954315297825049	0.817612260683993
GC_00000519	11	11	1	0	0.807043580683157	0.989559089559088	0.889030528745289
GC_00000520	11	11	1	0	0.796962279545597	0.849122524984594	0.822215989434855
GC_00000521	10	11	2	0	0.742127082835047	0.716993651934362	0.729343905054417
GC_00000522	11	11	1	0	0.8117985943081	1.0	0.896124543708584
GC_00000523	10	11	2	0	0.739746227709191	0.844558786262821	0.788685474964496
GC_00000524	10	11	2	0	0.752631452176217	0.81839199550043	0.784135407951794
GC_00000525	11	11	1	0	0.734257164404223	0.960264791743761	0.832189043647199
GC_00000526	11	11	1	0	0.751439472771419	0.915779505582138	0.825509879367004
GC_00000527	10	11	2	0	0.742918088737201	0.777011048652842	0.759582205502154
GC_00000528	11	11	1	0	0.7667120534267	0.871580959780028	0.815790120587221
GC_00000529	11	11	1	0	0.732671339563863	0.864847979376753	0.793291599114139
GC_00000530	11	11	1	0	0.787485488545347	0.983405120470347	0.874607677954798
GC_00000531	10	10	1	0	0.849158249158249	0.788456848665492	0.817682540957719
GC_00000532	10	10	1	0	0.717721695482432	0.898688115842238	0.798074787338256
GC_00000533	10	10	1	0	0.763392152885764	0.717772007876628	0.739879525699619
GC_00000534	10	10	1	0	0.792972057578323	0.999788359788363	0.884450844769044
GC_00000535	10	10	1	0	0.754379776601999	0.992125984251969	0.857071067426749
GC_00000536	10	10	1	0	0.704633420587511	0.988410840011517	0.822739638119878
GC_00000537	10	10	1	0	0.674921383647799	0.979203212246693	0.799075460847644
GC_00000538	10	10	1	0	0.778350515463918	1.0	0.87536231884058
GC_00000539	10	10	1	0	0.799011489826048	0.996549354273868	0.886914399876767
GC_00000540	10	10	1	0	0.774353598881901	1.0	0.872828955141586
GC_00000541	10	10	1	0	0.742417314433775	0.985947987268923	0.847025633016892
GC_00000542	10	10	1	0	0.770239371204001	0.775881565363272	0.773050173372618
GC_00000543	10	10	1	0	0.783082254756348	0.985083101673863	0.872544067867662
GC_00000544	10	10	1	0	0.728982356807037	0.942074444180081	0.821941717600979
GC_00000545	10	10	1	0	0.699466197661143	0.99203502394751	0.820448672791779
GC_00000546	10	10	1	0	0.785085468091394	0.991189443866349	0.876180171511169
GC_00000547	10	10	1	0	0.797244392533472	0.998445092322647	0.886572826560351
GC_00000548	10	10	1	0	0.740147329650092	1.0	0.850672028786115
GC_00000549	9	10	2	0	0.809633027522936	0.819845159128535	0.814707093010302
GC_00000550	10	10	1	0	0.799195285655789	0.993023184996553	0.885628020234916
GC_00000551	10	10	1	0	0.700048811719884	0.979681844065512	0.816589384065189
GC_00000552	10	10	1	0	0.714074670964276	0.990912151600414	0.830018460253198
GC_00000553	10	10	1	0	0.752642372613977	0.902757904863168	0.820893726619082
GC_00000554	10	10	1	0	0.785592932381923	0.990946812523574	0.876401233935045
GC_00000555	10	10	1	0	0.764639737046968	0.808511148405656	0.785963708418942
GC_00000556	10	10	1	0	0.680741567460317	0.964257106786817	0.798067383986467
GC_00000557	10	10	1	0	0.782231438562251	0.985964322584051	0.872360750289304
GC_00000558	10	10	1	0	0.705922582410067	0.670307114364277	0.687654001783188
GC_00000559	10	10	1	0	0.777204866376841	0.983616737392285	0.868312511971236
GC_00000560	10	10	1	0	0.771245730959249	0.900369721115539	0.830820632620308
GC_00000561	10	10	1	0	0.769550128117804	0.980429799867711	0.862284036557195
GC_00000562	10	10	1	0	0.84265873015873	0.995564464241521	0.912752150864496
GC_00000563	10	10	1	0	0.879021879021879	0.983231274743076	0.928210862084352
GC_00000564	9	10	2	0	0.785797345523076	0.836125083836355	0.810180387804804
GC_00000565	10	10	1	0	0.809332693011343	0.973207744084941	0.88373742102908
GC_00000566	10	10	1	0	0.778998334027489	0.993832567639327	0.873398487994992
GC_00000567	10	10	1	0	0.754732999405722	0.944299001232226	0.838940781890188
GC_00000568	10	10	1	0	0.728630646083476	0.724575879274675	0.726597605832101
GC_00000569	10	10	1	0	0.782649983242096	0.984820256219172	0.872172599931691
GC_00000570	10	10	1	0	0.812680920724282	0.98181659407713	0.889278036972127
GC_00000571	10	10	1	0	0.802591950351374	0.97439892904953	0.880189927761263
GC_00000572	10	10	1	0	0.793718940680632	0.99792843691149	0.884185930475864
GC_00000573	10	10	1	0	0.702647556484523	0.995619502243372	0.823862898175346
GC_00000574	10	10	1	0	0.802417145987401	0.998564102564107	0.88980932800872
GC_00000575	10	10	1	0	0.792839073749757	1.0	0.884450908459418
GC_00000576	10	10	1	0	0.790907360296281	0.967049131396491	0.870153817121064
GC_00000577	10	10	1	0	0.759917025690123	0.975621978749304	0.854364840424373
GC_00000578	10	10	1	0	0.79725677476677	0.990591875564731	0.883470850484427
GC_00000579	10	10	1	0	0.74803528468324	0.989718381976446	0.852070446832752
GC_00000580	10	10	1	0	0.695100069013112	0.924905444126075	0.793703271783127
GC_00000581	10	10	1	0	0.67457385442997	0.874215842636895	0.761527729281962
GC_00000582	10	10	1	0	0.793723294533667	0.772998297260854	0.783223718092816
GC_00000583	10	10	1	0	0.799453696360913	0.815155186338987	0.807228095681914
GC_00000584	10	10	1	0	0.827255460588794	0.918396972824217	0.870446941458592
GC_00000585	10	10	1	0	0.841004320534768	0.987738940987023	0.908484787787281
GC_00000586	10	10	1	0	0.789527687818642	0.959869213934111	0.86640523980167
GC_00000587	10	10	1	0	0.767109587083869	0.929252466752467	0.840431999118421
GC_00000588	10	10	1	0	0.80562358276644	0.995934959349592	0.890727302384705
GC_00000589	10	10	1	0	0.733852813852814	0.939584227851724	0.824072268363774
GC_00000590	10	10	1	0	0.775582401866697	0.809758290017668	0.792301973598973
GC_00000591	10	10	1	0	0.793137436086983	0.941858048993877	0.861123714223471
GC_00000592	10	10	1	0	0.850630011454754	0.928424908424908	0.887826543929041
GC_00000593	10	10	1	0	0.759134615384615	0.976896597488345	0.854357937006888
GC_00000594	10	10	1	0	0.764890918315576	0.955834136933458	0.849768356107999
GC_00000595	10	10	1	0	0.809227579056506	0.988039741664934	0.889738548006519
GC_00000596	10	10	1	0	0.814643001210165	0.98818998370568	0.893063373953519
GC_00000597	10	10	1	0	0.786634680042891	0.910908105444688	0.844222498779782
GC_00000598	10	10	1	0	0.791512535963831	0.858250133220726	0.823531471678413
GC_00000599	10	10	1	0	0.828321291414437	0.969230769230771	0.893253107962474
GC_00000600	10	10	1	0	0.785822772794153	0.923669963560646	0.849188623590917
GC_00000601	10	10	1	0	0.775200848870699	0.911168801199953	0.837703439604843
GC_00000602	10	10	1	0	0.76890329763893	0.994303141792132	0.867196202871638
GC_00000603	10	10	1	0	0.816271663150929	0.931888672999423	0.870256922378004
GC_00000604	10	10	1	0	0.703953493653064	0.985619335347435	0.821308395377413
GC_00000605	10	10	1	0	0.808545567486024	0.978457952815832	0.885423930879615
GC_00000606	10	10	1	0	0.807828282828283	0.967692307692307	0.880563390143517
GC_00000607	10	10	1	0	0.784638329604773	1.0	0.87932475346816
GC_00000608	10	10	1	0	0.765540258656654	0.964315514642551	0.853507396282102
GC_00000609	10	10	1	0	0.712475452962318	0.961846398503698	0.818590461390757
GC_00000610	10	10	1	0	0.773099415204678	0.940892407559077	0.848782777599873
GC_00000611	10	10	1	0	0.737916202500309	0.989221691790858	0.845285968943232
GC_00000612	10	10	1	0	0.833948042001733	0.925740649781908	0.877450205700312
GC_00000613	10	10	1	0	0.734505172571638	0.975126522349561	0.837882775226109
GC_00000614	10	10	1	0	0.764160119715675	0.944945054945055	0.844991094775532
GC_00000615	10	10	1	0	0.783206429780034	0.980850334672021	0.87095642753383
GC_00000616	10	10	1	0	0.781719399169064	0.972043062469439	0.866553977954507
GC_00000617	10	10	1	0	0.79046399751707	0.856814024782955	0.822302768555081
GC_00000618	10	10	1	0	0.731593390552928	0.991219652230973	0.841843807946272
GC_00000619	10	10	1	0	0.805761316872428	0.956165718094651	0.874543988337874
GC_00000620	10	10	1	0	0.770519934924562	0.951479692545594	0.85149155561589
GC_00000621	10	10	1	0	0.715824357912179	0.896919191919193	0.796204213275939
GC_00000622	10	10	1	0	0.743361294093487	0.967574242897577	0.840776552688584
GC_00000623	10	10	1	0	0.759472324221406	1.0	0.863295561704825
GC_00000624	10	10	1	0	0.77486139507469	0.908958644743401	0.83657035416583
GC_00000625	10	10	1	0	0.736431048917594	0.984755231064707	0.842679652021775
GC_00000626	10	10	1	0	0.710304642472607	0.93827670250896	0.808528253391652
GC_00000627	10	10	1	0	0.776309197184779	0.968920228961845	0.861986021794556
GC_00000628	10	10	1	0	0.775805555555556	0.947688515349607	0.853176146707937
GC_00000629	10	10	1	0	0.8097770314395	0.992594936708861	0.891914205807064
GC_00000630	10	10	1	0	0.751449061793889	0.913899500440787	0.824750971362545
GC_00000631	10	10	1	0	0.766425064297405	0.991802656163209	0.8646689000229
GC_00000632	10	10	1	0	0.70957460647847	0.943676003294284	0.810050847370028
GC_00000633	10	10	1	0	0.771753408524709	0.902355964767823	0.831960327827974
GC_00000634	10	10	1	0	0.812926652142338	1.0	0.896811408428136
GC_00000635	10	10	1	0	0.759145338092707	0.998637149936886	0.862576276625201
GC_00000636	10	10	1	0	0.750134065171446	0.995013022398524	0.855392841906119
GC_00000637	10	10	1	0	0.804524524524524	0.964572425828969	0.877308812390929
GC_00000638	10	10	1	0	0.723530706581554	0.895896557350302	0.800540640015953
GC_00000639	10	10	1	0	0.715429464111362	0.988435183329989	0.830060832097793
GC_00000640	10	10	1	0	0.73741596983112	0.989350552124274	0.845004680854615
GC_00000641	10	10	1	0	0.78561825887955	0.920391782130915	0.847681516500875
GC_00000642	10	10	1	0	0.812536528345997	0.946514837819185	0.874423447936261
GC_00000643	10	10	1	0	0.801326778729253	0.993855951810064	0.887267212230362
GC_00000644	10	10	1	0	0.715809628008753	0.998907103825138	0.833988855569923
GC_00000645	10	10	1	0	0.7728453364817	0.737268678113749	0.754637933436944
GC_00000646	10	10	1	0	0.806305348919589	0.973131444854984	0.881898240986719
GC_00000647	10	10	1	0	0.78248280854144	0.982541935483871	0.871174385276648
GC_00000648	10	10	1	0	0.772362278244631	0.991666666666666	0.868382492402288
GC_00000649	10	10	1	0	0.820498150055308	0.999314483091951	0.901120994288727
GC_00000650	10	10	1	0	0.716733824278635	0.792267578001393	0.752610262886335
GC_00000651	9	10	2	0	0.767701525054466	0.83016521220258	0.797712455732234
GC_00000652	10	10	1	0	0.780316344463972	0.975799346216223	0.86717769542262
GC_00000653	10	10	1	0	0.773155555555556	0.867382004348131	0.817562769474222
GC_00000654	10	10	1	0	0.751487741014044	0.996681071004915	0.856889336328943
GC_00000655	10	10	1	0	0.833370068327088	0.817606837606837	0.825413200720294
GC_00000656	10	10	1	0	0.750575757575758	0.972472029267516	0.847235852263791
GC_00000657	10	10	1	0	0.774210340017074	0.988284156951754	0.868246470559774
GC_00000658	10	10	1	0	0.793857099354982	0.939026803124874	0.860361266070402
GC_00000659	10	10	1	0	0.7672030651341	0.97678989557162	0.859402782877421
GC_00000660	10	10	1	0	0.738580867566791	0.967647814350402	0.837737836429964
GC_00000661	10	10	1	0	0.702558635394456	0.767560435818863	0.733622497566289
GC_00000662	9	10	2	0	0.762568652302493	0.816676360043278	0.788695593624777
GC_00000663	10	10	1	0	0.691679184305157	0.992304393227421	0.815157941499211
GC_00000664	10	10	1	0	0.740708664784877	0.995414702720577	0.849377767916113
GC_00000665	10	10	1	0	0.730488418932528	0.923812062554682	0.815854218164398
GC_00000666	10	10	1	0	0.748611111111111	0.914792299898682	0.823400596067443
GC_00000667	10	10	1	0	0.764460009037506	0.990215253886783	0.862814878547733
GC_00000668	10	10	1	0	0.72626953125	0.942772730124504	0.820479055118629
GC_00000669	10	10	1	0	0.757363596535571	0.990136049239775	0.858246811236449
GC_00000670	10	10	1	0	0.722316071532592	0.983383947361414	0.832870987627572
GC_00000671	10	10	1	0	0.744538026850952	0.97339473182974	0.843722653662174
GC_00000672	10	10	1	0	0.778233787402492	0.84445001217942	0.809990869964677
GC_00000673	10	10	1	0	0.78239868870754	0.988004553585949	0.873262597690813
GC_00000674	10	10	1	0	0.692793642626419	0.950757738993034	0.801531275040785
GC_00000675	10	10	1	0	0.743190661478599	0.987173644412703	0.847981238733901
GC_00000676	10	10	1	0	0.799769518870643	0.985722809620973	0.883062945284546
GC_00000677	10	10	1	0	0.765640074211503	0.966040636632898	0.854244573022098
GC_00000678	10	10	1	0	0.772262479871176	0.997289972899731	0.870468266047961
GC_00000679	9	9	1	0	0.890106878596876	0.993736383442266	0.939071321099712
GC_00000680	9	9	1	0	0.731158548807376	0.859298871063577	0.790066691140514
GC_00000681	9	9	1	0	0.862372490950971	0.965587847364349	0.911066153580779
GC_00000682	9	9	1	0	0.735907039277826	0.749010883814806	0.742401143286135
GC_00000683	9	9	1	0	0.753186400136682	0.99260216907276	0.856477660213255
GC_00000684	9	9	1	0	0.817855168601437	0.933843890619591	0.87200943402886
GC_00000685	9	9	1	0	0.714582295299784	0.986778339654446	0.828906366369942
GC_00000686	7	9	2	0	0.680450385197867	0.722913328715233	0.701039435624759
GC_00000687	9	9	1	0	0.747044334975369	0.941713352007469	0.833158753574331
GC_00000688	9	9	1	0	0.834328720563243	0.988140845912865	0.904744093258986
GC_00000689	9	9	1	0	0.714763903750652	0.914004919907369	0.802198218815441
GC_00000690	9	9	1	0	0.759257720537322	0.903439611019823	0.825097252142262
GC_00000691	9	9	1	0	0.723921120320091	0.706677007430921	0.715195135517302
GC_00000692	9	9	1	0	0.672168400908982	0.722982543848685	0.696650096837069
GC_00000693	9	9	1	0	0.84492362982929	0.990966897518344	0.912136465240691
GC_00000694	9	9	1	0	0.79600542178281	0.963389405544554	0.871735187793519
GC_00000695	7	8	2	0	0.757669196710942	0.775576876652021	0.766518459534199
GC_00000696	8	8	1	0	0.672820374612586	0.804645819121816	0.732852100099305
GC_00000697	8	8	1	0	0.653155692202579	0.717173093810551	0.683669048330723
GC_00000698	8	8	1	0	0.766845117223556	0.756378742153333	0.7615759714127
GC_00000699	8	8	1	0	0.80764091350826	1.0	0.893585565001176
GC_00000700	8	8	1	0	0.656610673065935	0.956871025678365	0.778802422979987
GC_00000701	8	8	1	0	0.713348247576435	0.958358244722901	0.817898569602608
GC_00000702	7	8	2	0	0.69076180321071	0.789159714037592	0.736689588922836
GC_00000703	7	8	2	0	0.758076448828607	0.631823636486213	0.689215899321217
GC_00000704	8	8	1	0	0.702824654814547	0.975183968862129	0.81690085095566
GC_00000705	8	8	1	0	0.767643540669856	0.983121255848529	0.862122294494554
GC_00000706	8	8	1	0	0.727772541627396	0.77389375330552	0.750124878867157
GC_00000707	8	8	1	0	0.785122555299342	0.955997368243472	0.862175070729761
GC_00000708	6	8	2	0	0.677800616649538	0.665907320872273	0.671801334374929
GC_00000709	8	8	1	0	0.699985429112633	0.929038532222492	0.798408680381772
GC_00000710	8	8	1	0	0.74870978633097	0.972068585300356	0.84589308512672
GC_00000711	8	8	1	0	0.713720944058023	0.967927910540292	0.821610790150291
